AP Inventory
AP Name,Ethernet MAC,AP IP Address,Model,Map Location,Controller Name,802.11b/g/n Status,Location
MTRMTR00168/10-03AI-DP_LIFT,00:1F:64:DB:C6:84,10.15.15.68,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Up,GOLDEN_PALACE_HOTEL_AP_045
MTRSGG00003/01-01AI-DP_R_KOTASI,00:1F:64:DB:C6:AB,10.15.11.74,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Posko_Wisata_Dermaga_Senggigi_01
MTRPRY00003/01-01AI-KR_DP_BIL,00:1F:64:DB:C6:BD,10.15.14.155,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Posko_Wisata_BIL_01
PTKPTK00294/01-01AI-Dlm_Cafe,00:1F:64:DB:C6:D8,10.15.24.62,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,CAFE-CENTURY_JL_DEWI-SARTIKA_PTK
PTKPTK00271/01-02AI-Dlm_RM,00:1F:64:DB:C6:E1,10.15.24.119,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,RM-KEDAI-BERINGIN_JL_AHMAD-YANI_PTK
autoap,00:1F:64:DB:C6:E7,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,RUSAK-EKS-CAFE-KAPULAGE_JL_PARIS-2_PTK
MTRSGG00003/01-02AI-DP_MNR_PNTAU,00:1F:64:DB:C6:F0,10.15.11.195,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,LINA-BEACH-SGG_EX-DERMAGA
MTRSGG00004/01-01AI-DP_TOKO_GT,00:1F:64:DB:C6:F6,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Posko_Wisata_Gili_Trawangan_01
PTKPTK00302/01-01AI-Dlm_Cafe,00:1F:64:DB:C6:FC,10.15.24.30,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,DCAFE_JL_H-ABAS_PTK
PTKPTK00273/02-01AI-Ruang_DM,00:1F:64:DB:C6:FF,10.15.24.90,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,RUMAH-KOST-DEMPO_JL_SEPAKAT-2_PTK
MTRPRY00003/01-02AI-KN_DP_BIL,00:1F:64:DB:C7:05,10.15.14.167,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Posko_Wisata_BIL_02
MTRMTR00163/02-01AI-LT_2_CAFE,00:1F:64:DB:C7:08,10.15.14.208,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,Rock_Gilis_Cafe_Mataram_01
5MTR010921/02-01AI-DP_R_GURU,00:1F:64:DB:C7:BF,10.15.14.241,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,SMPn_6_04
PTKPTK00227/01-01AI-Trs_Toko,00:1F:64:DB:C8:37,10.15.23.80,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,BAKSO-PSP_JL_SULTAN-ABDURAHMAN_PTK
5MTR010921/01-02AI-DP_KLS_9_H,00:1F:64:DB:C8:4F,10.15.14.229,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,SMPn_6_02
5MTR010921/01-01AI-DP_KEPSEK,00:1F:64:DB:C8:55,10.15.14.185,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,SMPn_6_01
PTKPTK00225/01-01AI-Dlm_Cafe,00:1F:64:DB:C8:5B,10.15.23.85,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,WK-AKHIONG_JL_SUTOYO_PTK
PTKPTK00224/01-01AI-Dlm_Cafe,00:1F:64:DB:C8:64,10.15.23.127,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,CAFE-MELATI_JL_DR-WAHIDIN_PTK
PTKPTK00223/01-01AI-Dlm_Cafe,00:1F:64:DB:C8:67,10.15.23.94,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,CAFE-OASIS_JL_HM-SUWIGNYO_PTK
5MTR010921/01-03AI-DP_KLS_8_A,00:1F:64:DB:C8:6A,10.15.14.181,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,SMPn_6_03
5MTR010921/02-02AI-DP_PERPUS,00:1F:64:DB:C8:70,10.15.14.221,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram,WAC-D7-MTR,Up,SMPn_6_05
PTKPTK00226/01-01AI-Dpn_Kasir,00:1F:64:DB:C8:73,0.0.0.0,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,RM-SUGEBAN_JL_TEUKU-UMAR_PTK
/0101A-Ruang_Office-11F0439,00:1F:64:DB:CA:68,10.14.3.141,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,WMS Kantor_PU_Lt1_Ruangan_Office Jl. Manado_Bitung_Kec_Airmadidi
7MO001977/01-01AI-R_Kasat-11F0409,00:1F:64:DB:CA:6E,0.0.0.0,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Kantor_Satpol_PP_Manado Ruang Kasat Jl. TNI Manado
7MO001977/01-02AI-Dp_Lobby-11F0410,00:1F:64:DB:CA:74,0.0.0.0,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Kantor_Satpol_PP_Manado Depan Lobby Jl. TNI Manado
MTRMTR00140/01-01AI-R_STAFF,00:1F:64:DB:CA:86,10.15.14.110,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,KELURAHAN_MONJOK_TIMUR_MATARAM
5MTR010880/02-11AI-DP_KLS_8_B,00:1F:64:DB:CA:AD,10.15.14.200,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_09
5MTR010880/01-15AI-PINTU_MASUK,00:1F:64:DB:CA:B0,10.15.14.117,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_07
7MO002172/01-01AI-lobby-11F0300,00:1F:64:DB:CA:B3,10.14.2.27,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,WMS Mandiri_University_Lobby Jl. Ahmad Yani 13 no 9 Sario Manado
autoap,00:1F:64:DB:CA:B6,10.14.3.154,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Not set
MOMDO00039/02-01AI-Rg_Office-11F0425,00:1F:64:DB:CA:B9,10.14.3.109,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,WMS Asuransi Ramayana Jl. 17 Agustus, Manado
7MO001728/7MO-MO0201-1093AI,00:1F:64:DB:CA:BF,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,SMAN_10_Manado Jl. A.A. Maramis Paniki Bawah Manado
7MO000920/01-01AI-WifiCorner-11F0336,00:1F:64:DB:CA:C2,10.14.2.127,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Hotel_Arya_Duta_Manado Restaurant Jl Piere Tendean Boulevard Manado
7MO000920/01-02AI-RoomSunSet-11F0337,00:1F:64:DB:CA:C5,10.14.2.68,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Hotel_Arya_Duta_Manado Sunset Room Jl Piere Tendean Boulevard Manado
MOMDO00043/01-01AI-Rg-11F0443,00:1F:64:DB:CA:C8,10.14.2.157,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,WNS Sulawesi_Flight_Ruangan_Office Jl. Bathesda Manado
MTRMTR00128/01-12AI-DP_GDG_TMR,00:1F:64:DB:CA:CB,10.15.13.102,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_KEDOKTERAN_UNRAM_05
7MO001982/01-01AI-Dlm_R_TST,00:1F:64:DB:CA:CE,10.14.8.253,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,Ganesha Operation_Ruang_Loby_Manado; Jl.Bethesda Manado
5MTR010880/01-02AI-DP_R_TU,00:1F:64:DB:CA:DA,10.15.14.252,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_14
MTRMTR00118/03-03AI-DP_R_BACA,00:1F:64:DB:CA:DD,10.15.13.51,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_15
MTRMTR00130/02-08AI-BALKON_BRT,00:1F:64:DB:CA:E3,10.15.13.35,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_01
MTRMTR00118/03-02AI-DP_R_SRBGUNA,00:1F:64:DB:CA:E6,10.15.13.188,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_14
MTRMTR00130/03-10AI-BALKON_BRT,00:1F:64:DB:CA:E9,10.15.13.176,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_02
MTRMTR00130/01-04AI-HLMAN_BL_BRT,00:1F:64:DB:CA:EC,10.15.13.76,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_11
MTRMTR00130/01-03AI-LR_GDG_BARAT,00:1F:64:DB:CA:EF,10.15.13.207,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_03
5MTR010964/01-05AI-DP_KLS_9_J,00:1F:64:DB:CA:F2,10.15.14.88,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_03
5MTR010880/01-07AI-DP_KLS_7_E,00:1F:64:DB:CA:F5,10.15.14.108,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_04
5MTR010964/01-07AI-DP_KLS_9_I,00:1F:64:DB:CA:F8,10.15.14.75,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_05
MTRMTR00130/02-09AI-BALKON_TMR,00:1F:64:DB:CA:FB,10.15.13.197,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_09
MTRMTR00130/01-05AI-HLMAN_BL_TMR,00:1F:64:DB:CA:FE,10.15.13.44,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_04
5MTR010880/01-03AI-DP_KEPSEK,00:1F:64:DB:CB:01,10.15.14.35,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_13
MTRMTR00130/03-01AI-LR_GDG_BARAT,00:1F:64:DB:CB:04,10.15.13.116,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_05
MTRMTR00116/01-02AI-DP_ATM,00:1F:64:DB:CB:07,10.15.13.178,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Rektorat_UNRAM_01
5MTR010964/02-12AI-DP_KLS_8_C,00:1F:64:DB:CB:0A,10.15.14.128,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_01
5MTR010964/01-06AI-DP_KLS_9_A,00:1F:64:DB:CB:0D,10.15.14.138,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_09
5MTR010901/01-04AI-DP_R_TU,00:1F:64:DB:CB:10,10.15.14.111,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMPN_2_Mataram_06
MTRMTR00123/01-03AI-BAG_PDDKAN,00:1F:64:DB:CB:13,10.15.13.126,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_MIPA_UNRAM_01
5MTR010880/01-06AI-DP_KLS_8_O,00:1F:64:DB:CB:16,10.15.14.190,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_10
MTRMTR00130/02-02AI-LR_GDG_BARAT,00:1F:64:DB:CB:19,10.15.13.11,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_07
MTRMTR00125/03-08AI-DP_R_RK_1,00:1F:64:DB:CB:1C,10.15.13.95,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Mipa_Fisika_UNRAM_04
MTRMTR00130/01-07AI-HLMAN_BL_UTR,00:1F:64:DB:CB:22,10.15.13.169,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_10
5MTR010880/01-04AI-DP_R_BK,00:1F:64:DB:CB:25,10.15.14.135,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_05
5MTR010964/01-08AI-DP_KLS_9_A,00:1F:64:DB:CB:28,10.15.14.78,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMPN_15_Mataram_08
MTRMTR00123/01-01AI-LOBI_FKULTAS,00:1F:64:DB:CB:2B,10.15.13.62,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_MIPA_UNRAM_04
5MTR010964/01-08AI-DP_KLS_9_B,00:1F:64:DB:CB:2E,10.15.14.129,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_07
5MTR010964/02-10AI-DP_KLS_8_A,00:1F:64:DB:CB:31,10.15.14.102,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_08
MTRMTR00122/02-01AI-BLKNG_GD_A,00:1F:64:DB:CB:34,10.15.13.128,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Teknik_UNRAM_08
MTRMTR00125/02-05AI-DP_R_TEKNISI,00:1F:64:DB:CB:37,10.15.13.63,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Mipa_Fisika_UNRAM_07
5MTR010964/02-11AI-DP_KLS_8_J,00:1F:64:DB:CB:3A,10.15.14.71,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_02
5MTR010964/01-04AI-DP_R_TU,00:1F:64:DB:CB:3D,10.15.14.130,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_11
5MTR010880/01-05AI-DP_KLS_8_J,00:1F:64:DB:CB:40,10.15.14.17,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_06
MTRMTR00123/01-02AI-R_BELAJAR,00:1F:64:DB:CB:43,10.15.13.106,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_MIPA_UNRAM_03
MTRMTR00125/02-06AI-R_LAB_FISIKA,00:1F:64:DB:CB:46,10.15.13.195,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Mipa_Fisika_UNRAM_02
MTRMTR00125/03-07AI-LAB_GIOFISIKA,00:1F:64:DB:CB:49,10.15.13.59,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Mipa_Fisika_UNRAM_03
5MTR010964/01-03AI-DP_KEPSEK,00:1F:64:DB:CB:4C,10.15.14.65,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_06
MTRMTR00128/01-11AI-DP_GDG_BRT,00:1F:64:DB:CB:4F,10.15.13.73,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_KEDOKTERAN_UNRAM_12
MTRMTR00125/01-04AI-DP_LOBY,00:1F:64:DB:CB:52,10.15.13.6,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Mipa_Fisika_UNRAM_01
5MTR010880/02-09AI-DP_KLS_7_L,00:1F:64:DB:CB:55,10.15.14.118,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_03
5MTR010880/01-08AI-DP_KLS_7_C,00:1F:64:DB:CB:58,10.15.14.174,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_02
7MO002079/03-08AI-Pegawai-11F0328,00:1F:64:DB:CB:5B,0.0.0.0,AE5100-E2AN2T,WAC Sulawesi>>Manado,WAC-D7-MDO,Down,Hotel_Grand_Puri_Manado_L3 Ruang Pegawai Jl Sam Ratulangi no. 458 Manado
5MTR010880/02-10AI-DP_KLS_7_M,00:1F:64:DB:CB:5E,10.15.14.195,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_08
MTRMTR00130/01-06AI-HLMAN_BL_SLT,00:1F:64:DB:CB:61,10.15.13.25,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_08
MTRMTR00118/01-03AI-DP_SKRTARIAT,00:1F:64:DB:CB:64,10.15.13.120,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_03
MTRMTR00118/01-02AI-DP_GDG_BARAT,00:1F:64:DB:CB:67,10.15.13.79,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_02
MTRMTR00118/01-04AI-DP_R_TU,00:1F:64:DB:CB:6A,10.15.13.80,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_04
MTRMTR00118/01-05AI-DP_PNGOLH_BP,00:1F:64:DB:CB:6D,10.15.13.183,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_05
MTRMTR00123/01-04AI-BAG_KMHS,00:1F:64:DB:CB:73,10.15.13.158,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_MIPA_UNRAM_02
MTRMTR00116/01-01AI-LOBY_KN,00:1F:64:DB:CB:79,10.15.13.129,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Rektorat_UNRAM_08
7MO000324/01-03AI-KolamRenang-11F0362,00:1F:64:DB:CB:7C,10.14.8.52,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,Hotel_Novotel_Manado Kolam Renang Jl. A.A. Maramis Manado
MTRMTR00128/01-04AI-PNTU_MSK_TMR,00:1F:64:DB:CB:7F,10.15.13.101,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_KEDOKTERAN_UNRAM_03
MAMAO00015/01-01AI-R_Guru,00:1F:64:DB:CB:82,10.15.28.41,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP PURNAMA SAMPANG_Jl. Tugu Timur No.12 Sampang
MTRMTR00128/01-01AI-BLKG_BRT_GDG,00:1F:64:DB:CB:85,10.15.13.152,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FK_KEDOKTERAN_UNRAM_13
ENRENR00003/01-01AI-DP-Plasa,00:1F:64:DB:CB:88,10.14.59.6,AE5100-E2AN2T,Root Area,WAC-D7-BLK02,Up,Telkom Enrekang jl Pahlawan No 14
7MO000326/02-01AI-Molosing-11F0223,00:1F:64:DB:CB:8B,10.14.2.62,AE5100-E2AN2T,WAC Sulawesi>>Manado>>MDO,WAC-D7-MDO,Down,WMS Hotel_Quality_Manado Lt2 Ruang Rapat Molosing Jl. Piere Tendean no 88 Boulevard Manado
MTRSGG00002/01-05AI-RESTO_KOLAM,00:1F:64:DB:CB:8E,10.15.14.192,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Jayakarta_Hotel_12
5MTR010880/02-13AI-DP_KLS_7_G,00:1F:64:DB:CB:91,10.15.14.73,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_01
5MTR010964/01-02AI-HAL_PARKIR,00:1F:64:DB:CB:94,10.15.14.115,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_15_Mataram_04
MTRMTR00118/01-01AI-DP_GEDUNG,00:1F:64:DB:CB:97,10.15.13.173,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,AP_1_Perpustakaan_Unram
MTRMTR00118/02-05AI-DP_R_SRKLASI,00:1F:64:DB:CB:9A,10.15.13.49,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_12
5MTR010880/02-12AI-DP_KLS_7_H,00:1F:64:DB:CB:9D,10.15.14.99,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_11
MTRMTR00122/01-05AI-BL_LRG_TMR,00:1F:64:DB:CB:A0,10.15.13.210,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Teknik_UNRAM_06
5MTR010880/02-14AI-DP_KLS_8_H,00:1F:64:DB:CB:A3,10.15.14.8,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_1_Mataram_12
MTRMTR00118/02-04AI-DP_R_W_BANK,00:1F:64:DB:CB:A6,10.15.13.131,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_11
MTRMTR00118/03-01AI-DP_R_SEMINAR,00:1F:64:DB:CB:A9,10.15.13.119,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PERPUS_UNRAM_AP_13
MTRMTR00122/01-04AI-HAL_SELATAN,00:1F:64:DB:CB:AC,10.15.13.164,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Teknik_UNRAM_03
MTRMTR00122/01-03AI-HAL_UTARA,00:1F:64:DB:CB:AF,10.15.13.105,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Teknik_UNRAM_10
MTRMTR00122/01-02AI-BLKNG_GD_A,00:1F:64:DB:CB:B2,10.15.13.186,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Teknik_UNRAM_05
PTKPTK00148/01-01AI-Dlm_Cafe,00:1F:64:DB:CB:CA,10.15.22.33,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,CAFE-PARIS_JL_TANJUNGPURA_PTK
TGTGL00008/01-04AI-Lantai_2,00:1F:64:DB:CB:CD,0.0.0.0,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Down,SMP Pius Tegal Jl. Dr. Sutomo 52
autoap,00:1F:64:DB:CB:D6,0.0.0.0,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,
PTKPTK00147/01-01AI-Dlm_Cafe,00:1F:64:DB:CB:D9,10.15.22.59,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,CAFE-PRAKTIS_JL_GAJAHMADA_PTK
PTKSRD00002/01-01AI-Dlm_Cafe,00:1F:64:DB:CB:DC,10.15.23.11,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,CAFE-JOJO_JL_SEI-RAYA-DALAM_PTK
7MO000326/01-11AI-Executive-11F0233,00:1F:64:DB:CB:E5,10.14.2.77,AE5100-E2AN2T,WAC Sulawesi>>Manado>>MDO,WAC-D7-MDO,Down,WMS Hotel_Quality_Manado Lt1 Executive Office Jl. Piere Tendean no 88 Boulevard Manado
autoap,00:1F:64:DB:CB:E8,10.15.22.42,AE5100-E2AN2T,WAC Kalimantan>>WAC Pontianak>>PTK01,WAC-D6-PTK,Down,
autoap,00:1F:64:DB:CB:F1,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-BLK02,Down,Not set
7MO004247/7MO-MO0101-0997AI,00:1F:64:DB:CB:FD,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,SMPN_1_Tahuna Jl. Dr Sutomo no.35 Tahuna
MOPIK00003/01-05AI-Futsal-11F0388,00:1F:64:DB:CC:03,10.14.3.94,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,WMS J_LES_Futsal_Bilyard_Manado Lapangan Futsal
7MO001082/01-10AI-Rg_Rapat-11F0112,00:1F:64:DB:CC:06,10.14.3.25,AE5100-E2AN2T,WAC Sulawesi>>Manado>>MDO,WAC-D7-MDO,Down,PT.Telkom_Kantor_Witel_Manado_Ruang_Rapat Jl. WR Supratman No.5 Manado
MTRMTR00130/03-11AI-BALKON_TMR,00:1F:64:DB:CC:09,10.15.13.127,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FATEPA_UNRAM_12
4TG004020/01-04AI-Dp_MI,00:1F:64:DB:CC:0F,10.15.18.124,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SMP NU 1 Dukuhturi Jl. Walisongo Tg
